Week_Start_Date,City_ID,Avg_Temperature,Weather_Type,Festival,City_Name,City_tier,Population_Density(persons/km),Per_Capita_Income (INR)
2023-04-24,CT011,34.1,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-04-24,CT012,31.4,Mild,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-04-24,CT013,34.2,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-04-24,CT014,32.1,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-04-24,CT015,33.7,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-04-24,CT016,34.5,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-04-24,CT017,34.2,Hot,No Festival,Surat,Tier 2,8617,389810
2023-04-24,CT018,33.5,Hot,No Festival,Patna,Tier 2,2805,173305
2023-04-24,CT019,34.1,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-04-24,CT020,34.1,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-05-01,CT001,37.6,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-05-01,CT002,34.2,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-05-01,CT003,35.2,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-05-01,CT004,34.9,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-05-01,CT005,33.6,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-05-01,CT006,34.2,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-05-01,CT007,36.3,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-05-01,CT008,34.0,Hot,No Festival,Pune,Tier 1,6034,336503
2023-05-01,CT009,33.6,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-05-01,CT010,34.2,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-05-01,CT011,36.1,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-05-01,CT012,33.8,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-05-01,CT013,34.4,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-05-01,CT014,36.2,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-05-01,CT015,36.4,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-05-01,CT016,35.1,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-05-01,CT017,32.5,Hot,No Festival,Surat,Tier 2,8617,389810
2023-05-01,CT018,35.4,Hot,No Festival,Patna,Tier 2,2805,173305
2023-05-01,CT019,35.0,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-05-01,CT020,35.4,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-05-08,CT001,35.6,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-05-08,CT002,35.1,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-05-08,CT003,36.1,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-05-08,CT004,33.1,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-05-08,CT005,36.8,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-05-08,CT006,33.8,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-05-08,CT007,37.0,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-05-08,CT008,35.0,Hot,No Festival,Pune,Tier 1,6034,336503
2023-05-08,CT009,35.6,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-05-08,CT010,36.3,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-05-08,CT011,35.5,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-05-08,CT012,36.5,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-05-08,CT013,36.9,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-05-08,CT014,36.6,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-05-08,CT015,35.6,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-05-08,CT016,33.3,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-05-08,CT017,35.9,Hot,No Festival,Surat,Tier 2,8617,389810
2023-05-08,CT018,36.6,Hot,No Festival,Patna,Tier 2,2805,173305
2023-05-08,CT019,36.4,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-05-08,CT020,37.2,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-05-15,CT001,35.9,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-05-15,CT002,37.7,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-05-15,CT003,37.1,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-05-15,CT004,36.9,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-05-15,CT005,36.2,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-05-15,CT006,37.7,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-05-15,CT007,35.9,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-05-15,CT008,36.7,Hot,No Festival,Pune,Tier 1,6034,336503
2023-05-15,CT009,37.3,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-05-15,CT010,37.8,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-05-15,CT011,35.8,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-05-15,CT012,35.7,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-05-15,CT013,37.3,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-05-15,CT014,36.8,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-05-15,CT015,37.2,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-05-15,CT016,36.8,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-05-15,CT017,37.0,Hot,No Festival,Surat,Tier 2,8617,389810
2023-05-15,CT018,36.7,Hot,No Festival,Patna,Tier 2,2805,173305
2023-05-15,CT019,35.4,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-05-15,CT020,37.9,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-05-22,CT001,37.1,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-05-22,CT002,38.0,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-05-22,CT003,37.6,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-05-22,CT004,39.0,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-05-22,CT005,37.2,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-05-22,CT006,38.1,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-05-22,CT007,38.7,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-05-22,CT008,37.9,Hot,No Festival,Pune,Tier 1,6034,336503
2023-05-22,CT009,36.3,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-05-22,CT010,38.5,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-05-22,CT011,37.5,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-05-22,CT012,37.9,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-05-22,CT013,37.7,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-05-22,CT014,37.2,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-05-22,CT015,37.4,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-05-22,CT016,37.8,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-05-22,CT017,38.0,Hot,No Festival,Surat,Tier 2,8617,389810
2023-05-22,CT018,37.3,Hot,No Festival,Patna,Tier 2,2805,173305
2023-05-22,CT019,37.0,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-05-22,CT020,37.4,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-05-29,CT001,37.9,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-05-29,CT002,38.1,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-05-29,CT003,38.6,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-05-29,CT004,38.6,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-05-29,CT005,38.8,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-05-29,CT006,37.8,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-05-29,CT007,37.7,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-05-29,CT008,37.7,Hot,No Festival,Pune,Tier 1,6034,336503
2023-05-29,CT009,38.7,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-05-29,CT010,39.5,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-05-29,CT011,38.9,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-05-29,CT012,40.2,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-05-29,CT013,39.1,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-05-29,CT014,39.4,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-05-29,CT015,38.4,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-05-29,CT016,37.9,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-05-29,CT017,38.6,Hot,No Festival,Surat,Tier 2,8617,389810
2023-05-29,CT018,38.5,Hot,No Festival,Patna,Tier 2,2805,173305
2023-05-29,CT019,38.2,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-05-29,CT020,38.3,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-06-05,CT001,39.4,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-06-05,CT002,37.9,Rainy,No Festival,Mumbai,Tier 1,20518,400000
2023-06-05,CT003,40.1,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-06-05,CT004,39.4,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-06-05,CT005,38.8,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-06-05,CT006,37.8,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-06-05,CT007,39.5,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-06-05,CT008,37.5,Rainy,No Festival,Pune,Tier 1,6034,336503
2023-06-05,CT009,40.4,Rainy,No Festival,Jaipur,Tier 2,6502,141305
2023-06-05,CT010,39.2,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-06-05,CT011,39.6,Rainy,No Festival,Kochi,Tier 2,3478,372783
2023-06-05,CT012,37.8,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-06-05,CT013,38.1,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-06-05,CT014,39.3,Rainy,No Festival,Chandigarh,Tier 2,9250,349000
2023-06-05,CT015,37.8,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-06-05,CT016,40.8,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-06-05,CT017,39.6,Rainy,No Festival,Surat,Tier 2,8617,389810
2023-06-05,CT018,38.8,Hot,No Festival,Patna,Tier 2,2805,173305
2023-06-05,CT019,40.4,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-06-05,CT020,38.3,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-06-12,CT001,38.6,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-06-12,CT002,38.3,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-06-12,CT003,39.7,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-06-12,CT004,40.3,Rainy,No Festival,Chennai,Tier 1,14456,585501
2023-06-12,CT005,38.2,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-06-12,CT006,40.5,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-06-12,CT007,39.8,Rainy,No Festival,Ahmedabad,Tier 1,12984,302588
2023-06-12,CT008,40.2,Hot,No Festival,Pune,Tier 1,6034,336503
2023-06-12,CT009,40.8,Rainy,No Festival,Jaipur,Tier 2,6502,141305
2023-06-12,CT010,39.1,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-06-12,CT011,39.3,Rainy,No Festival,Kochi,Tier 2,3478,372783
2023-06-12,CT012,39.8,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-06-12,CT013,39.0,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-06-12,CT014,38.8,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-06-12,CT015,38.7,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-06-12,CT016,38.4,Rainy,No Festival,Nagpur,Tier 2,9664,296607
2023-06-12,CT017,38.5,Hot,No Festival,Surat,Tier 2,8617,389810
2023-06-12,CT018,38.9,Hot,No Festival,Patna,Tier 2,2805,173305
2023-06-12,CT019,39.7,Rainy,No Festival,Ludhiana,Tier 2,9750,123882
2023-06-12,CT020,39.5,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-06-19,CT001,40.8,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-06-19,CT002,39.3,Rainy,No Festival,Mumbai,Tier 1,20518,400000
2023-06-19,CT003,38.2,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-06-19,CT004,40.7,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-06-19,CT005,39.1,Rainy,No Festival,Bengaluru,Tier 1,4378,352000
2023-06-19,CT006,40.4,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-06-19,CT007,39.3,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-06-19,CT008,40.6,Hot,No Festival,Pune,Tier 1,6034,336503
2023-06-19,CT009,42.0,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-06-19,CT010,39.1,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-06-19,CT011,39.1,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-06-19,CT012,39.4,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-06-19,CT013,39.3,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-06-19,CT014,39.6,Rainy,No Festival,Chandigarh,Tier 2,9250,349000
2023-06-19,CT015,41.0,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-06-19,CT016,41.1,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-06-19,CT017,38.6,Hot,No Festival,Surat,Tier 2,8617,389810
2023-06-19,CT018,41.3,Hot,No Festival,Patna,Tier 2,2805,173305
2023-06-19,CT019,39.0,Rainy,No Festival,Ludhiana,Tier 2,9750,123882
2023-06-19,CT020,40.6,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-06-26,CT001,39.8,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-06-26,CT002,37.4,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-06-26,CT003,42.2,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-06-26,CT004,40.6,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-06-26,CT005,39.5,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-06-26,CT006,37.9,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-06-26,CT007,40.8,Rainy,No Festival,Ahmedabad,Tier 1,12984,302588
2023-06-26,CT008,40.5,Hot,No Festival,Pune,Tier 1,6034,336503
2023-06-26,CT009,40.1,Rainy,No Festival,Jaipur,Tier 2,6502,141305
2023-06-26,CT010,40.0,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-06-26,CT011,39.3,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-06-26,CT012,39.6,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-06-26,CT013,39.7,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-06-26,CT014,39.0,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-06-26,CT015,39.8,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-06-26,CT016,39.5,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-06-26,CT017,39.1,Hot,No Festival,Surat,Tier 2,8617,389810
2023-06-26,CT018,39.7,Hot,No Festival,Patna,Tier 2,2805,173305
2023-06-26,CT019,39.2,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-06-26,CT020,40.4,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-07-03,CT001,39.2,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-07-03,CT002,38.6,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-07-03,CT003,40.0,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-07-03,CT004,40.6,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-07-03,CT005,38.4,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-07-03,CT006,39.8,Rainy,No Festival,Hyderabad,Tier 1,10477,400000
2023-07-03,CT007,40.7,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-07-03,CT008,40.5,Hot,No Festival,Pune,Tier 1,6034,336503
2023-07-03,CT009,40.5,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-07-03,CT010,40.4,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-07-03,CT011,39.9,Rainy,No Festival,Kochi,Tier 2,3478,372783
2023-07-03,CT012,40.0,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-07-03,CT013,41.4,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-07-03,CT014,39.3,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-07-03,CT015,40.6,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-07-03,CT016,40.6,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-07-03,CT017,38.3,Hot,No Festival,Surat,Tier 2,8617,389810
2023-07-03,CT018,42.1,Hot,No Festival,Patna,Tier 2,2805,173305
2023-07-03,CT019,39.4,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-07-03,CT020,41.0,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-07-10,CT001,40.0,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-07-10,CT002,40.1,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-07-10,CT003,39.9,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-07-10,CT004,42.2,Rainy,No Festival,Chennai,Tier 1,14456,585501
2023-07-10,CT005,40.9,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-07-10,CT006,39.8,Rainy,No Festival,Hyderabad,Tier 1,10477,400000
2023-07-10,CT007,38.0,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-07-10,CT008,40.0,Hot,No Festival,Pune,Tier 1,6034,336503
2023-07-10,CT009,39.1,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-07-10,CT010,39.9,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-07-10,CT011,39.3,Rainy,No Festival,Kochi,Tier 2,3478,372783
2023-07-10,CT012,40.1,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-07-10,CT013,39.5,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-07-10,CT014,38.7,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-07-10,CT015,39.7,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-07-10,CT016,39.2,Rainy,No Festival,Nagpur,Tier 2,9664,296607
2023-07-10,CT017,41.0,Hot,No Festival,Surat,Tier 2,8617,389810
2023-07-10,CT018,38.2,Hot,No Festival,Patna,Tier 2,2805,173305
2023-07-10,CT019,39.0,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-07-10,CT020,41.6,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-07-17,CT001,40.4,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-07-17,CT002,38.5,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-07-17,CT003,38.6,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-07-17,CT004,39.6,Rainy,No Festival,Chennai,Tier 1,14456,585501
2023-07-17,CT005,37.5,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-07-17,CT006,40.0,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-07-17,CT007,39.7,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-07-17,CT008,40.8,Hot,No Festival,Pune,Tier 1,6034,336503
2023-07-17,CT009,38.6,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-07-17,CT010,39.5,Rainy,No Festival,Lucknow,Tier 2,3814,105000
2023-07-17,CT011,38.3,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-07-17,CT012,38.3,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-07-17,CT013,40.7,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-07-17,CT014,38.8,Rainy,No Festival,Chandigarh,Tier 2,9250,349000
2023-07-17,CT015,40.0,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-07-17,CT016,39.1,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-07-17,CT017,39.5,Hot,No Festival,Surat,Tier 2,8617,389810
2023-07-17,CT018,38.9,Hot,No Festival,Patna,Tier 2,2805,173305
2023-07-17,CT019,39.4,Rainy,No Festival,Ludhiana,Tier 2,9750,123882
2023-07-17,CT020,39.3,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-07-24,CT001,38.9,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-07-24,CT002,37.7,Rainy,No Festival,Mumbai,Tier 1,20518,400000
2023-07-24,CT003,41.4,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-07-24,CT004,39.0,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-07-24,CT005,40.2,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-07-24,CT006,40.1,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-07-24,CT007,39.7,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-07-24,CT008,38.7,Hot,No Festival,Pune,Tier 1,6034,336503
2023-07-24,CT009,42.2,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-07-24,CT010,38.7,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-07-24,CT011,40.2,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-07-24,CT012,39.3,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-07-24,CT013,37.8,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-07-24,CT014,41.0,Rainy,No Festival,Chandigarh,Tier 2,9250,349000
2023-07-24,CT015,41.5,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-07-24,CT016,40.9,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-07-24,CT017,38.8,Hot,No Festival,Surat,Tier 2,8617,389810
2023-07-24,CT018,38.8,Hot,No Festival,Patna,Tier 2,2805,173305
2023-07-24,CT019,40.0,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-07-24,CT020,37.8,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-07-31,CT001,38.5,Rainy,No Festival,Delhi,Tier 1,14893,461910
2023-07-31,CT002,38.6,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-07-31,CT003,38.7,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-07-31,CT004,39.5,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-07-31,CT005,40.4,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-07-31,CT006,38.8,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-07-31,CT007,38.6,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-07-31,CT008,39.9,Hot,No Festival,Pune,Tier 1,6034,336503
2023-07-31,CT009,38.3,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-07-31,CT010,39.8,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-07-31,CT011,39.5,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-07-31,CT012,38.3,Rainy,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-07-31,CT013,39.4,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-07-31,CT014,37.9,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-07-31,CT015,39.0,Rainy,No Festival,Guwahati,Tier 2,1800,487572
2023-07-31,CT016,37.9,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-07-31,CT017,39.9,Rainy,No Festival,Surat,Tier 2,8617,389810
2023-07-31,CT018,37.3,Hot,No Festival,Patna,Tier 2,2805,173305
2023-07-31,CT019,36.7,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-07-31,CT020,37.9,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-08-07,CT001,38.6,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-08-07,CT002,37.0,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-08-07,CT003,38.9,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-08-07,CT004,37.3,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-08-07,CT005,36.3,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-08-07,CT006,36.7,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-08-07,CT007,37.6,Hot,No Festival,Ahmedabad,Tier 1,12984,302588
2023-08-07,CT008,38.2,Hot,No Festival,Pune,Tier 1,6034,336503
2023-08-07,CT009,36.8,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-08-07,CT010,38.5,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-08-07,CT011,38.4,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-08-07,CT012,39.2,Hot,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-08-07,CT013,36.9,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-08-07,CT014,37.3,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-08-07,CT015,37.6,Rainy,No Festival,Guwahati,Tier 2,1800,487572
2023-08-07,CT016,38.7,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-08-07,CT017,38.0,Hot,No Festival,Surat,Tier 2,8617,389810
2023-08-07,CT018,38.3,Hot,No Festival,Patna,Tier 2,2805,173305
2023-08-07,CT019,38.5,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-08-07,CT020,39.0,Rainy,No Festival,Jammu,Tier 2,3571,186000
2023-08-14,CT001,36.5,Hot,No Festival,Delhi,Tier 1,14893,461910
2023-08-14,CT002,36.1,Hot,No Festival,Mumbai,Tier 1,20518,400000
2023-08-14,CT003,37.2,Hot,No Festival,Kolkata,Tier 1,24252,171184
2023-08-14,CT004,36.9,Hot,No Festival,Chennai,Tier 1,14456,585501
2023-08-14,CT005,37.9,Hot,No Festival,Bengaluru,Tier 1,4378,352000
2023-08-14,CT006,37.9,Hot,No Festival,Hyderabad,Tier 1,10477,400000
2023-08-14,CT007,39.3,Rainy,No Festival,Ahmedabad,Tier 1,12984,302588
2023-08-14,CT008,38.0,Hot,No Festival,Pune,Tier 1,6034,336503
2023-08-14,CT009,37.1,Hot,No Festival,Jaipur,Tier 2,6502,141305
2023-08-14,CT010,36.8,Hot,No Festival,Lucknow,Tier 2,3814,105000
2023-08-14,CT011,37.1,Hot,No Festival,Kochi,Tier 2,3478,372783
2023-08-14,CT012,36.3,Rainy,No Festival,Visakhapatnam,Tier 2,1809,483892
2023-08-14,CT013,37.7,Hot,No Festival,Bhopal,Tier 2,5552,147000
2023-08-14,CT014,35.5,Hot,No Festival,Chandigarh,Tier 2,9250,349000
2023-08-14,CT015,40.0,Hot,No Festival,Guwahati,Tier 2,1800,487572
2023-08-14,CT016,37.1,Hot,No Festival,Nagpur,Tier 2,9664,296607
2023-08-14,CT017,38.5,Hot,No Festival,Surat,Tier 2,8617,389810
2023-08-14,CT018,38.3,Hot,No Festival,Patna,Tier 2,2805,173305
2023-08-14,CT019,36.9,Hot,No Festival,Ludhiana,Tier 2,9750,123882
2023-08-14,CT020,38.2,Hot,No Festival,Jammu,Tier 2,3571,186000
2023-08-21,CT001,35.2,Hot,No Festival,Delhi,Tier 1,14893,461910
